id,colour,gene
ENSG00000141738,black,GRB7
ENSG00000141741,black,MIEN1
ENSG00000141854,black,hsa-mir-1199
ENSG00000141933,brown,TPGS1
ENSG00000141959,black,PFKL
ENSG00000141965,black,FEM1A
ENSG00000141968,green,VAV1
ENSG00000141985,black,SH3GL1
ENSG00000142046,turquoise,TMEM91
ENSG00000142149,turquoise,HUNK
ENSG00000142156,green,COL6A1
ENSG00000142168,blue,SOD1
ENSG00000142173,green,COL6A2
ENSG00000142185,green,TRPM2
ENSG00000142186,black,SCYL1
ENSG00000142227,green,EMP3
ENSG00000142405,brown,NLRP12
ENSG00000142444,black,C19orf52
ENSG00000142507,black,PSMB6
ENSG00000142534,black,RPS11
ENSG00000142541,black,RPL13A
ENSG00000142546,black,NOSIP
ENSG00000142552,turquoise,RCN3
ENSG00000142556,purple,ZNF614
ENSG00000142669,turquoise,SH3BGRL3
ENSG00000142684,black,ZNF593
ENSG00000142694,black,EVA1B
ENSG00000142731,pink,PLK4
ENSG00000142798,turquoise,HSPG2
ENSG00000142875,turquoise,PRKACB
ENSG00000142937,black,RPS8
ENSG00000142945,pink,KIF2C
ENSG00000143061,purple,IGSF3
ENSG00000143093,black,STRIP1
ENSG00000143106,black,PSMA5
ENSG00000143119,green,CD53
ENSG00000143156,brown,NME7
ENSG00000143157,blue,POGK
ENSG00000143183,blue,TMCO1
ENSG00000143190,blue,POU2F1
ENSG00000143195,blue,ILDR2
ENSG00000143217,purple,PVRL4
ENSG00000143228,pink,NUF2
ENSG00000143297,brown,FCRL5
ENSG00000143303,black,RRNAD1
ENSG00000143320,turquoise,CRABP2
ENSG00000143321,black,HDGF
ENSG00000143344,turquoise,RGL1
ENSG00000143363,black,PRUNE
ENSG00000143367,black,TUFT1
ENSG00000143373,black,ZNF687
ENSG00000143387,turquoise,CTSK
ENSG00000143398,blue,PIP5K1A
ENSG00000143416,turquoise,SELENBP1
ENSG00000143418,black,CERS2
ENSG00000143420,black,ENSA
ENSG00000143437,blue,ARNT
ENSG00000143443,black,C1orf56
ENSG00000143476,pink,DTL
ENSG00000143543,black,JTB
ENSG00000143546,turquoise,S100A8
ENSG00000143553,black,SNAPIN
ENSG00000143570,black,SLC39A1
ENSG00000143612,black,C1orf43
ENSG00000143756,purple,FBXO28
ENSG00000143761,black,ARF1
ENSG00000143797,turquoise,MBOAT2
ENSG00000143799,pink,PARP1
ENSG00000143811,black,PYCR2
ENSG00000143815,turquoise,LBR
ENSG00000143845,turquoise,ETNK2
ENSG00000143850,black,PLEKHA6
ENSG00000143867,turquoise,OSR1
ENSG00000143870,black,PDIA6
ENSG00000143891,turquoise,GALM
ENSG00000143947,black,RPS27A
ENSG00000143951,brown,WDPCP
ENSG00000144036,blue,EXOC6B
ENSG00000144057,turquoise,ST6GAL2
ENSG00000144134,brown,RABL2A
ENSG00000144136,blue,SLC20A1
ENSG00000144152,black,FBLN7
ENSG00000144161,brown,ZC3H8
ENSG00000144228,greenyellow,SPOPL
ENSG00000144306,brown,SCRN3
ENSG00000144369,blue,FAM171B
ENSG00000144381,pink,HSPD1
ENSG00000144395,brown,CCDC150
ENSG00000144401,brown,METTL21A
ENSG00000144406,brown,UNC80
ENSG00000144455,black,SUMF1
ENSG00000144567,black,FAM134A
ENSG00000144644,brown,GADL1
ENSG00000144649,purple,FAM198A
ENSG00000144655,black,CSRNP1
ENSG00000144674,greenyellow,GOLGA4
ENSG00000144713,black,RPL32
ENSG00000144730,brown,IL17RD
ENSG00000144744,greenyellow,UBA3
ENSG00000144746,black,ARL6IP5
ENSG00000144791,purple,LIMD1
ENSG00000144792,brown,ZNF660
ENSG00000144843,black,ADPRH
ENSG00000144857,turquoise,BOC
ENSG00000144868,black,TMEM108
ENSG00000144893,blue,MED12L
ENSG00000145216,greenyellow,FIP1L1
ENSG00000145241,brown,CENPC
ENSG00000145284,brown,SCD5
ENSG00000145287,turquoise,PLAC8
ENSG00000145335,turquoise,SNCA
ENSG00000145348,brown,TBCK
ENSG00000145349,turquoise,CAMK2D
ENSG00000145362,turquoise,ANK2
ENSG00000145375,brown,SPATA5
ENSG00000145386,pink,CCNA2
ENSG00000145416,turquoise,MARCH1
ENSG00000145425,black,RPS3A
ENSG00000145431,turquoise,PDGFC
ENSG00000145592,black,RPL37
ENSG00000145687,brown,SSBP2
ENSG00000145703,blue,IQGAP2
ENSG00000145715,blue,RASA1
ENSG00000145725,brown,PPIP5K2
ENSG00000145730,black,PAM
ENSG00000145734,brown,BDP1
ENSG00000145740,black,SLC30A5
ENSG00000145779,purple,TNFAIP8
ENSG00000145817,black,YIPF5
ENSG00000145833,brown,DDX46
ENSG00000145936,brown,KCNMB1
ENSG00000146066,black,HIGD2A
ENSG00000146070,turquoise,PLA2G7
ENSG00000146094,turquoise,DOK3
ENSG00000146109,black,ABT1
ENSG00000146192,turquoise,FGD2
ENSG00000146197,turquoise,SCUBE3
ENSG00000146242,purple,TPBG
ENSG00000146250,turquoise,PRSS35
ENSG00000146263,brown,MMS22L
ENSG00000146267,brown,FAXC
ENSG00000146281,blue,PM20D2
ENSG00000146350,brown,TBC1D32
ENSG00000146373,blue,RNF217
ENSG00000146386,turquoise,ABRACL
ENSG00000146414,brown,SHPRH
ENSG00000146535,pink,GNA12
ENSG00000146592,greenyellow,CREB5
ENSG00000146670,salmon,CDCA5
ENSG00000146674,turquoise,IGFBP3
ENSG00000146834,black,MEPCE
ENSG00000146859,black,TMEM140
ENSG00000146950,green,SHROOM2
ENSG00000146963,brown,C7orf55-LUC7L2
ENSG00000146966,turquoise,DENND2A
ENSG00000147010,blue,SH3KBP1
ENSG00000147065,turquoise,MSN
ENSG00000147123,black,NDUFB11
ENSG00000147133,brown,TAF1
ENSG00000147162,brown,OGT
ENSG00000147164,black,SNX12
ENSG00000147174,brown,ACRC
ENSG00000147202,greenyellow,DIAPH2
ENSG00000147224,green,PRPS1
ENSG00000147257,black,GPC3
ENSG00000147408,blue,CSGALNACT1
ENSG00000147443,green,DOK2
ENSG00000147454,turquoise,SLC25A37
ENSG00000147459,turquoise,DOCK5
ENSG00000147548,brown,WHSC1L1
ENSG00000147576,black,ADHFE1
ENSG00000147601,brown,TERF1
ENSG00000147604,black,RPL7
ENSG00000147655,turquoise,RSPO2
ENSG00000147676,turquoise,MAL2
ENSG00000147853,blue,AK3
ENSG00000147872,purple,PLIN2
ENSG00000147955,black,SIGMAR1
ENSG00000148120,brown,C9orf3
ENSG00000148154,turquoise,UGCG
ENSG00000148218,pink,ALAD
ENSG00000148219,brown,ASTN2
ENSG00000148225,brown,WDR31
ENSG00000148334,black,PTGES2
ENSG00000148335,black,NTMT1
ENSG00000148358,black,GPR107
ENSG00000148400,green,NOTCH1
ENSG00000148411,green,NACC2
ENSG00000148481,blue,FAM188A
ENSG00000148484,blue,RSU1
ENSG00000148572,blue,NRBF2
ENSG00000148634,brown,HERC4
ENSG00000148690,brown,FRA10AC1
ENSG00000148719,black,DNAJB12
ENSG00000148737,turquoise,TCF7L2
ENSG00000148773,pink,MKI67
ENSG00000148814,brown,LRRC27
ENSG00000148835,blue,TAF5
ENSG00000148848,blue,ADAM12
ENSG00000148908,green,RGS10
ENSG00000148925,blue,BTBD10
ENSG00000149131,turquoise,SERPING1
ENSG00000149177,black,PTPRJ
ENSG00000149182,black,ARFGAP2
ENSG00000149231,brown,CCDC82
ENSG00000149269,black,PAK1
ENSG00000149273,black,RPS3
ENSG00000149300,blue,C11orf52
ENSG00000149311,brown,ATM
ENSG00000149357,black,LAMTOR1
ENSG00000149428,black,HYOU1
ENSG00000149564,black,ESAM
ENSG00000149591,turquoise,TAGLN
ENSG00000149716,brown,ORAOV1
ENSG00000149781,green,FERMT3
ENSG00000149792,black,MRPL49
ENSG00000149806,black,FAU
ENSG00000149823,black,VPS51
ENSG00000149923,black,PPP4C
ENSG00000150337,green,FCGR1A
ENSG00000150347,blue,ARID5B
ENSG00000150401,brown,DCUN1D2
ENSG00000150459,black,SAP18
ENSG00000150477,brown,KIAA1328
ENSG00000150540,turquoise,HNMT
ENSG00000150593,purple,PDCD4
ENSG00000150681,turquoise,RGS18
ENSG00000150687,turquoise,PRSS23
ENSG00000150779,black,TIMM8B
ENSG00000150991,black,UBC
ENSG00000151014,purple,CCRN4L
ENSG00000151150,blue,ANK3
ENSG00000151151,purple,IPMK
ENSG00000151233,greenyellow,GXYLT1
ENSG00000151239,blue,TWF1
ENSG00000151338,brown,MIPOL1
ENSG00000151348,black,EXT2
ENSG00000151414,blue,NEK7
ENSG00000151575,brown,TEX9
ENSG00000151657,brown,KIN
ENSG00000151693,turquoise,ASAP2
ENSG00000151694,blue,ADAM17
ENSG00000151726,turquoise,ACSL1
ENSG00000151773,brown,CCDC122
ENSG00000151849,brown,CENPJ
ENSG00000151923,brown,TIAL1
ENSG00000152061,blue,RABGAP1L
ENSG00000152102,black,FAM168B
ENSG00000152137,black,HSPB8
ENSG00000152147,brown,GEMIN6
ENSG00000152193,greenyellow,RNF219
ENSG00000152234,black,ATP5A1
ENSG00000152253,brown,SPC25
ENSG00000152291,blue,TGOLN2
ENSG00000152332,blue,UHMK1
ENSG00000152382,black,TADA1
ENSG00000152409,blue,JMY
ENSG00000152518,turquoise,ZFP36L2
ENSG00000152558,greenyellow,TMEM123
ENSG00000152795,greenyellow,HNRNPDL
ENSG00000152952,turquoise,PLOD2
ENSG00000153015,greenyellow,CWC27
ENSG00000153037,greenyellow,SRP19
ENSG00000153046,black,CDYL
ENSG00000153048,black,CARHSP1
ENSG00000153071,blue,DAB2
ENSG00000153250,blue,RBMS1
ENSG00000153560,brown,UBP1
ENSG00000153666,brown,GOLGA8I
ENSG00000153774,blue,CFDP1
ENSG00000153904,turquoise,DDAH1
ENSG00000153914,brown,SREK1
ENSG00000153922,brown,CHD1
ENSG00000153933,brown,DGKE
ENSG00000153944,pink,MSI2
ENSG00000153982,blue,GDPD1
ENSG00000154001,blue,PPP2R5E
ENSG00000154133,green,ROBO4
ENSG00000154237,green,LRRK1
ENSG00000154258,brown,ABCA9
ENSG00000154265,brown,ABCA5
ENSG00000154274,black,C4orf19
ENSG00000154305,greenyellow,MIA3
ENSG00000154429,purple,CCSAP
ENSG00000154518,black,ATP5G3
ENSG00000154553,turquoise,PDLIM3
ENSG00000154589,green,LY96
ENSG00000154640,pink,BTG3
ENSG00000154642,blue,C21orf91
ENSG00000154734,turquoise,ADAMTS1
ENSG00000154743,brown,TSEN2
ENSG00000154781,greenyellow,CCDC174
ENSG00000154822,blue,PLCL2
ENSG00000154839,brown,SKA1
ENSG00000154874,brown,CCDC144B
ENSG00000154898,brown,CCDC144CP
ENSG00000154914,black,USP43
ENSG00000154978,green,VOPP1
ENSG00000155026,brown,RSPH10B
ENSG00000155034,brown,FBXL18
ENSG00000155096,blue,AZIN1
ENSG00000155130,purple,MARCKS
ENSG00000155158,brown,TTC39B
ENSG00000155256,black,ZFYVE27
ENSG00000155304,black,HSPA13
ENSG00000155307,turquoise,SAMSN1
ENSG00000155324,black,GRAMD3
ENSG00000155366,black,RHOC
ENSG00000155368,pink,DBI
ENSG00000155465,green,SLC7A7
ENSG00000155545,blue,MIER3
ENSG00000155629,purple,PIK3AP1
ENSG00000155640,blue,C10orf12
ENSG00000155659,green,VSIG4
ENSG00000155792,turquoise,DEPTOR
ENSG00000155850,pink,SLC26A2
ENSG00000155876,black,RRAGA
ENSG00000155926,turquoise,SLA
ENSG00000155970,blue,MICU3
ENSG00000155974,blue,GRIP1
ENSG00000156042,brown,TTC18
ENSG00000156127,green,BATF
ENSG00000156218,brown,ADAMTSL3
ENSG00000156256,blue,USP16
ENSG00000156273,purple,BACH1
ENSG00000156381,purple,ANKRD9
ENSG00000156453,black,PCDH1
ENSG00000156482,black,RPL30
ENSG00000156500,brown,FAM122C
ENSG00000156504,brown,FAM122B
ENSG00000156508,black,EEF1A1
ENSG00000156535,turquoise,CD109
ENSG00000156599,black,ZDHHC5
ENSG00000156671,greenyellow,SAMD8
ENSG00000156711,black,MAPK13
ENSG00000156860,black,FBRS
ENSG00000156966,turquoise,B3GNT7
ENSG00000156970,pink,BUB1B
ENSG00000157020,black,SEC13
ENSG00000157106,brown,SMG1
ENSG00000157181,greenyellow,C1orf27
ENSG00000157191,black,NECAP2
ENSG00000157193,blue,LRP8
ENSG00000157450,greenyellow,RNF111
ENSG00000157456,pink,CCNB2
ENSG00000157540,blue,DYRK1A
ENSG00000157551,brown,KCNJ15
ENSG00000157593,black,SLC35B2
ENSG00000157600,black,TMEM164
ENSG00000157601,turquoise,MX1
ENSG00000157637,black,SLC38A10
ENSG00000157764,greenyellow,BRAF
ENSG00000157765,pink,SLC34A2
ENSG00000157796,brown,WDR19
ENSG00000157873,green,TNFRSF14
ENSG00000157911,black,PEX10
ENSG00000157978,black,LDLRAP1
ENSG00000158014,black,SLC30A2
ENSG00000158023,brown,WDR66
ENSG00000158195,green,WASF2
ENSG00000158417,brown,EIF5B
ENSG00000158578,turquoise,ALAS2
ENSG00000158604,black,TMED4
ENSG00000158615,black,PPP1R15B
ENSG00000158636,greenyellow,C11orf30
ENSG00000158691,brown,ZSCAN12
ENSG00000158747,green,NBL1
ENSG00000158796,black,DEDD
ENSG00000158828,black,PINK1
ENSG00000158850,black,B4GALT3
ENSG00000158856,turquoise,DMTN
ENSG00000158859,brown,ADAMTS4
ENSG00000158869,turquoise,FCER1G
ENSG00000158941,black,CCAR2
ENSG00000159023,turquoise,EPB41
ENSG00000159069,black,FBXW5
ENSG00000159086,brown,PAXBP1
ENSG00000159110,turquoise,IFNAR2
ENSG00000159111,black,MRPL10
ENSG00000159128,green,IFNGR2
ENSG00000159140,brown,SON
ENSG00000159166,black,LAD1
ENSG00000159256,purple,MORC3
ENSG00000159307,brown,SCUBE1
ENSG00000159346,black,ADIPOR1
ENSG00000159348,black,CYB5R1
ENSG00000159352,black,PSMD4
ENSG00000159377,black,PSMB4
ENSG00000159403,turquoise,C1R
ENSG00000159461,black,AMFR
ENSG00000159674,turquoise,SPON2
ENSG00000159692,black,CTBP1
ENSG00000159713,black,TPPP3
ENSG00000159720,black,ATP6V0D1
ENSG00000159842,turquoise,ABR
ENSG00000159873,blue,CCDC117
ENSG00000159905,brown,ZNF221
ENSG00000159921,blue,GNE
ENSG00000160058,black,BSDC1
ENSG00000160062,brown,ZBTB8A
ENSG00000160087,black,UBE2J2
ENSG00000160113,black,NR2F6
ENSG00000160131,blue,VMA21
ENSG00000160145,blue,KALRN
ENSG00000160199,purple,PKNOX1
ENSG00000160201,brown,U2AF1
ENSG00000160255,green,ITGB2
ENSG00000160293,turquoise,VAV2
ENSG00000160305,brown,DIP2A
ENSG00000160439,purple,RDH13
ENSG00000160446,black,ZDHHC12
ENSG00000160551,greenyellow,TAOK1
ENSG00000160563,black,MED27
ENSG00000160584,blue,SIK3
ENSG00000160588,turquoise,MPZL3
ENSG00000160593,turquoise,AMICA1
ENSG00000160606,black,TLCD1
ENSG00000160685,black,ZBTB7B
ENSG00000160752,salmon,FDPS
ENSG00000160789,black,LMNA
ENSG00000160796,turquoise,NBEAL2
ENSG00000160883,turquoise,HK3
ENSG00000161010,brown,C5orf45
ENSG00000161011,black,SQSTM1
ENSG00000161016,black,RPL8
ENSG00000161048,brown,NAPEPLD
ENSG00000161179,black,YDJC
ENSG00000161203,black,AP2M1
ENSG00000161395,black,PGAP3
ENSG00000161551,brown,ZNF577
ENSG00000161570,brown,CCL5
ENSG00000161618,black,ALDH16A1
ENSG00000161671,black,EMC10
ENSG00000161677,black,JOSD2
ENSG00000161714,turquoise,PLCD3
ENSG00000161800,pink,RACGAP1
ENSG00000161921,turquoise,CXCL16
ENSG00000161956,black,SENP3
ENSG00000161960,black,EIF4A1
ENSG00000161980,brown,POLR3K
ENSG00000161999,black,JMJD8
ENSG00000162032,black,SPSB3
ENSG00000162129,black,CLPB
ENSG00000162227,black,TAF6L
ENSG00000162236,black,STX5
ENSG00000162244,black,RPL29
ENSG00000162300,black,ZFPL1
ENSG00000162337,pink,LRP5
ENSG00000162390,brown,ACOT11
ENSG00000162407,black,PPAP2B
ENSG00000162434,turquoise,JAK1
ENSG00000162511,green,LAPTM5
ENSG00000162517,black,PEF1
ENSG00000162542,black,TMCO4
ENSG00000162545,turquoise,CAMK2N1
ENSG00000162551,turquoise,ALPL
ENSG00000162552,turquoise,WNT4
ENSG00000162576,green,MXRA8
ENSG00000162601,brown,MYSM1
ENSG00000162613,greenyellow,FUBP1
ENSG00000162627,turquoise,SNX7
ENSG00000162664,brown,ZNF326
ENSG00000162695,blue,SLC30A7
ENSG00000162711,turquoise,NLRP3
ENSG00000162735,black,PEX19
ENSG00000162736,black,NCSTN
ENSG00000162745,turquoise,OLFML2B
ENSG00000162747,turquoise,FCGR3B
ENSG00000162817,black,C1orf115
ENSG00000162819,black,BROX
ENSG00000162825,brown,NBPF8
ENSG00000162836,brown,ACP6
ENSG00000162852,black,CNST
ENSG00000162909,turquoise,CAPN2
ENSG00000162924,brown,REL
ENSG00000162929,brown,KIAA1841
ENSG00000162971,brown,TYW5
ENSG00000162980,blue,ARL5A
ENSG00000162981,pink,FAM84A
ENSG00000162998,blue,FRZB
ENSG00000163017,turquoise,ACTG2
ENSG00000163029,brown,SMC6
ENSG00000163093,brown,BBS5
ENSG00000163131,green,CTSS
ENSG00000163154,green,TNFAIP8L2
ENSG00000163166,blue,IWS1
ENSG00000163221,turquoise,S100A12
ENSG00000163249,turquoise,CCNYL1
ENSG00000163283,black,ALPP
ENSG00000163293,blue,NIPAL1
ENSG00000163346,black,PBXIP1
ENSG00000163347,blue,CLDN1
ENSG00000163348,black,PYGO2
ENSG00000163362,turquoise,C1orf106
ENSG00000163380,brown,LMOD3
ENSG00000163382,black,APOA1BP
ENSG00000163399,black,ATP1A1
ENSG00000163431,turquoise,LMOD1
ENSG00000163453,turquoise,IGFBP7
ENSG00000163463,black,KRTCAP2
ENSG00000163479,black,SSR2
ENSG00000163507,pink,KIAA1524
ENSG00000163510,greenyellow,CWC22
ENSG00000163520,green,FBLN2
ENSG00000163527,blue,STT3B
ENSG00000163535,pink,SGOL2
ENSG00000163536,blue,SERPINI1
ENSG00000163596,brown,ICA1L
ENSG00000163602,blue,RYBP
ENSG00000163605,blue,PPP4R2
ENSG00000163606,green,CD200R1
ENSG00000163624,blue,CDS1
ENSG00000163634,blue,THOC7
ENSG00000163635,blue,ATXN7
ENSG00000163660,brown,CCNL1
ENSG00000163687,turquoise,DNASE1L3
ENSG00000163694,blue,RBM47
ENSG00000163714,brown,U2SURP
ENSG00000163728,brown,TTC14
ENSG00000163803,green,PLB1
ENSG00000163806,brown,SPDYA
ENSG00000163817,brown,SLC6A20
ENSG00000163823,green,CCR1
ENSG00000163870,black,TPRA1
ENSG00000163902,black,RPN1
ENSG00000163909,turquoise,HEYL
ENSG00000163931,black,TKT
ENSG00000163956,black,LRPAP1
ENSG00000163993,black,S100P
ENSG00000164007,turquoise,CLDN19
ENSG00000164023,blue,SGMS2
ENSG00000164032,black,H2AFZ
ENSG00000164045,pink,CDC25A
ENSG00000164054,black,SHISA5
ENSG00000164062,black,APEH
ENSG00000164066,brown,INTU
ENSG00000164081,black,TEX264
ENSG00000164109,pink,MAD2L1
ENSG00000164111,blue,ANXA5
ENSG00000164125,turquoise,FAM198B
ENSG00000164136,brown,IL15
ENSG00000164171,turquoise,ITGA2
ENSG00000164172,pink,MOCS2
ENSG00000164176,turquoise,EDIL3
ENSG00000164180,greenyellow,TMEM161B
ENSG00000164190,brown,NIPBL
ENSG00000164244,blue,PRRC1
ENSG00000164253,turquoise,WDR41
ENSG00000164265,brown,SCGB3A2
ENSG00000164292,blue,RHOBTB3
ENSG00000164294,turquoise,GPX8
ENSG00000164300,black,SERINC5
ENSG00000164327,blue,RICTOR
ENSG00000164342,purple,TLR3
ENSG00000164398,brown,ACSL6
ENSG00000164405,black,UQCRQ
ENSG00000164442,turquoise,CITED2
ENSG00000164463,blue,CREBRF
ENSG00000164488,black,DACT2
ENSG00000164543,blue,STK17A
ENSG00000164548,brown,TRA2A
ENSG00000164587,black,RPS14
ENSG00000164611,pink,PTTG1
ENSG00000164638,brown,SLC29A4
ENSG00000164663,brown,USP49
ENSG00000164684,turquoise,ZNF704
ENSG00000164692,turquoise,COL1A2
ENSG00000164707,pink,SLC13A4
ENSG00000164849,purple,GPR146
ENSG00000164889,black,SLC4A2
ENSG00000164897,black,TMUB1
ENSG00000164902,greenyellow,PHAX
ENSG00000164904,pink,ALDH7A1
ENSG00000164949,turquoise,GEM
ENSG00000164967,black,RPP25L
ENSG00000164970,purple,FAM219A
ENSG00000164976,pink,KIAA1161
ENSG00000164989,brown,CCDC171
ENSG00000165025,green,SYK
ENSG00000165030,purple,NFIL3
ENSG00000165092,turquoise,ALDH1A1
ENSG00000165115,greenyellow,KIF27
ENSG00000165121,brown,RP11-213G2.3
ENSG00000165124,purple,SVEP1
ENSG00000165168,green,CYBB
ENSG00000165169,blue,DYNLT3
ENSG00000165264,black,NDUFB6
ENSG00000165280,black,VCP
ENSG00000165282,black,PIGO
ENSG00000165283,black,STOML2
ENSG00000165304,pink,MELK
ENSG00000165312,purple,OTUD1
ENSG00000165406,turquoise,MARCH8
ENSG00000165417,blue,GTF2A1
ENSG00000165443,blue,PHYHIPL
ENSG00000165476,blue,REEP3
ENSG00000165490,pink,C11orf82
ENSG00000165494,brown,PCF11
ENSG00000165525,brown,NEMF
ENSG00000165672,black,PRDX3
ENSG00000165678,black,GHITM
ENSG00000165782,black,TMEM55B
ENSG00000165802,turquoise,NSMF
ENSG00000165805,brown,C12orf50
ENSG00000165813,greenyellow,C10orf118
ENSG00000165861,black,ZFYVE1
ENSG00000165879,black,FRAT1
ENSG00000165891,pink,E2F7
ENSG00000165895,blue,ARHGAP42
ENSG00000165912,black,PACSIN3
ENSG00000165916,black,PSMC3
ENSG00000165929,blue,TC2N
ENSG00000166004,brown,KIAA1731
ENSG00000166073,turquoise,GPR176
ENSG00000166130,turquoise,IKBIP
ENSG00000166136,black,NDUFB8
ENSG00000166147,turquoise,FBN1
ENSG00000166164,greenyellow,BRD7
ENSG00000166165,turquoise,CKB
ENSG00000166189,black,HPS6
ENSG00000166225,blue,FRS2
ENSG00000166311,black,SMPD1
ENSG00000166313,green,APBB1
ENSG00000166337,blue,TAF10
ENSG00000166341,green,DCHS1
ENSG00000166377,brown,ATP9B
ENSG00000166387,turquoise,PPFIBP2
ENSG00000166398,purple,KIAA0355
ENSG00000166411,blue,IDH3A
ENSG00000166415,brown,WDR72
ENSG00000166432,brown,ZMAT1
ENSG00000166436,brown,TRIM66
ENSG00000166446,black,CDYL2
ENSG00000166482,turquoise,MFAP4
ENSG00000166483,purple,WEE1
ENSG00000166501,turquoise,PRKCB
ENSG00000166532,greenyellow,RIMKLB
ENSG00000166546,turquoise,BEAN1
ENSG00000166579,greenyellow,NDEL1
ENSG00000166595,black,FAM96B
ENSG00000166598,blue,HSP90B1
ENSG00000166681,pink,NGFRAP1
ENSG00000166710,turquoise,B2M
ENSG00000166741,green,NNMT
ENSG00000166762,brown,CATSPER2
ENSG00000166794,black,PPIB
ENSG00000166825,turquoise,ANPEP
ENSG00000166833,turquoise,NAV2
ENSG00000166848,greenyellow,TERF2IP
ENSG00000166863,turquoise,TAC3
ENSG00000166869,brown,CHP2
ENSG00000166881,blue,TMEM194A
ENSG00000166886,black,NAB2
ENSG00000166889,blue,PATL1
ENSG00000166900,blue,STX3
ENSG00000166908,black,PIP4K2C
ENSG00000166912,blue,MTMR10
ENSG00000166925,black,TSC22D4
ENSG00000166928,brown,MS4A14
ENSG00000166947,turquoise,EPB42
ENSG00000166949,turquoise,SMAD3
ENSG00000166971,blue,AKTIP
ENSG00000167004,blue,PDIA3
ENSG00000167085,black,PHB
ENSG00000167110,blue,GOLGA2
ENSG00000167118,black,URM1
ENSG00000167130,black,DOLPP1
ENSG00000167136,turquoise,ENDOG
ENSG00000167173,black,C15orf39
ENSG00000167196,purple,FBXO22
ENSG00000167207,turquoise,NOD2
ENSG00000167232,greenyellow,ZNF91
ENSG00000167257,greenyellow,RNF214
ENSG00000167306,black,MYO5B
ENSG00000167323,black,STIM1
ENSG00000167447,black,SMG8
ENSG00000167483,brown,FAM129C
ENSG00000167508,green,MVD
ENSG00000167513,pink,CDT1
ENSG00000167523,brown,SPATA33
ENSG00000167536,black,DHRS13
ENSG00000167543,black,TP53I13
ENSG00000167565,black,SERTAD3
ENSG00000167578,black,RAB4B
ENSG00000167601,green,AXL
ENSG00000167637,brown,ZNF283
ENSG00000167642,black,SPINT2
ENSG00000167644,turquoise,C19orf33
ENSG00000167654,brown,ATCAY
ENSG00000167657,black,DAPK3
ENSG00000167671,black,UBXN6
ENSG00000167693,turquoise,NXN
ENSG00000167695,green,FAM57A
ENSG00000167700,black,MFSD3
ENSG00000167703,black,SLC43A2
ENSG00000167723,brown,TRPV3
ENSG00000167765,brown,AC018755.1
ENSG00000167766,brown,ZNF83
ENSG00000167770,black,OTUB1
ENSG00000167772,black,ANGPTL4
ENSG00000167775,black,CD320
ENSG00000167778,black,SPRYD3
ENSG00000167815,black,PRDX2
ENSG00000167851,green,CD300A
ENSG00000167863,black,ATP5H
ENSG00000167880,turquoise,EVPL
ENSG00000167895,green,TMC8
ENSG00000167900,salmon,TK1
ENSG00000167930,black,ITFG3
ENSG00000167978,brown,SRRM2
ENSG00000167986,black,DDB1
ENSG00000167992,turquoise,VWCE
ENSG00000167994,green,RAB3IL1
ENSG00000167995,brown,BEST1
ENSG00000167996,turquoise,FTH1
ENSG00000168003,black,SLC3A2
ENSG00000168028,black,RPSA
ENSG00000168040,black,FADD
ENSG00000168078,pink,PBK
ENSG00000168079,turquoise,SCARA5
ENSG00000168092,blue,PAFAH1B2
ENSG00000168209,green,DDIT4
ENSG00000168216,black,LMBRD1
ENSG00000168242,salmon,HIST1H2BI
ENSG00000168264,purple,IRF2BP2
ENSG00000168268,turquoise,NT5DC2
ENSG00000168274,salmon,HIST1H2AE
ENSG00000168283,blue,BMI1
ENSG00000168288,black,MMADHC
ENSG00000168374,black,ARF4
ENSG00000168389,black,MFSD2A
ENSG00000168439,blue,STIP1
ENSG00000168447,black,SCNN1B
ENSG00000168542,turquoise,COL3A1
ENSG00000168614,brown,NBPF9
ENSG00000168679,blue,SLC16A4
ENSG00000168685,turquoise,IL7R
ENSG00000168701,black,TMEM208
ENSG00000168758,purple,SEMA4C
ENSG00000168785,turquoise,TSPAN5
ENSG00000168802,black,CHTF8
ENSG00000168818,greenyellow,STX18
ENSG00000168824,blue,NSG1
ENSG00000168876,greenyellow,ANKRD49
ENSG00000168936,black,TMEM129
ENSG00000168961,green,LGALS9
ENSG00000168994,black,PXDC1
ENSG00000169045,brown,HNRNPH1
ENSG00000169139,blue,UBE2V2
ENSG00000169213,blue,RAB3B
ENSG00000169217,black,CD2BP2
ENSG00000169223,black,LMAN2
ENSG00000169231,turquoise,THBS3
ENSG00000169239,brown,CA5B
ENSG00000169246,brown,NPIPB3
ENSG00000169249,brown,ZRSR2
ENSG00000169403,green,PTAFR
ENSG00000169413,green,RNASE6
ENSG00000169429,turquoise,IL8
ENSG00000169439,turquoise,SDC2
ENSG00000169550,blue,MUC15
ENSG00000169583,black,CLIC3
ENSG00000169604,turquoise,ANTXR1
ENSG00000169607,pink,CKAP2L
ENSG00000169679,pink,BUB1
ENSG00000169682,black,SPNS1
ENSG00000169727,black,GPS1
ENSG00000169762,blue,TAPT1
ENSG00000169814,black,BTD
ENSG00000169877,turquoise,AHSP
ENSG00000169891,turquoise,REPS2
ENSG00000169896,green,ITGAM
ENSG00000169902,green,TPST1
ENSG00000169905,blue,TOR1AIP2
ENSG00000169946,brown,ZFPM2
ENSG00000169967,blue,MAP3K2
